#Year;Month;Day;Hour;Min;Sec;mSec;dirX;dirY;dirZ;orgX;orgY;orgZ;targX;targY;targZ;target;                dataValid;calibValid;lowContiguity;scene;exercise;subExercise;
2021;7;7;16;24;37;528;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835039973258972;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;543;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;539;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;568;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;568;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;578;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;589;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;589;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;598;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;608;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;633;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;648;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835001230239868;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;648;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835001230239868;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;668;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835001826286316;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;668;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835001826286316;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;683;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835001230239868;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;683;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835001230239868;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;699;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.983500063419342;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;708;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.983500063419342;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;708;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.983500063419342;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;729;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.983500063419342;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;729;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;748;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;759;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;759;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;779;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;798;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;798;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;818;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;823;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;818;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;834;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;839;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;848;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;858;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;879;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;879;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;898;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;908;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;908;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;928;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;933;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;939;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;948;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;958;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;979;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;979;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;37;999;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;18;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;18;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;28;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;33;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;48;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;59;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;59;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;79;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;79;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;99;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;108;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;118;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;128;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;133;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;138;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;168;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;168;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;179;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;179;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;189;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;198;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;213;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;229;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;229;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;249;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;269;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;268;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;289;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;298;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;298;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;308;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;320;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;341;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;341;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;350;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;371;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;429;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;445;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;449;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;469;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;484;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;484;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;458;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;329;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;445;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;443;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;445;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;498;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;449;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;455;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;517;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;519;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;537;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;539;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;549;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;621;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;662;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;662;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;673;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;684;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;702;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;719;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;720;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;736;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;736;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;748;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;768;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;769;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
2021;7;7;16;24;38;823;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9835000038146973;10001;False;False;False;-1;-1;-1;
